path	author	sex	birthday	header	created	sphere	genre_fi	type	topic	chronotop	style	audience_age	audience_level	audience_size	source	publication	publisher	publ_year	medium	country	region	language
				Картами «Мир» можно будет расплачиваться со смартфонов	27.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/kartami-mir-mozhno-budet-rasplachivatsya-so-smartfonov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России растёт спрос на кредиты для покупки автомашин с пробегом	27.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-rastyot-spros-na-kredity-dlya-pokupki-avtomashin-s-pr/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Изменена процедура выплат по ОСАГО	27.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/izmenena-protsedura-vyplat-po-osago/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Завершается работа над дизайном памятной банкноты к чемпионату мира по футболу - 2018 	27.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/zavershaetsya-rabota-nad-dizaynom-pamyatnoy-banknoty-k-chempio/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Сбербанк» предоставит страховку охотникам на покемонов	26.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/sberbank-predostavit-strahovku-ohotnikam-na-pokemonov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Россияне сокращают расходы на покупки 	20.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rossiyane-sokraschayut-rashody-na-pokupki-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Законодательство России защитит клиентов банков от несанкционированных операций	20.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/zakonodatelstvo-rossii-zaschitit-klientov-bankov-ot-nesanktsio/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Разыскиваются родственники погибшего героя войны	20.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/razyskivayutsya-rodstvenniki-pogibshego-geroya-voyny/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Кизлярский казачий ансамбль могут лишить государственного статуса	20.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/kizlyarskiy-kazachiy-ansambl-mogut-lishit-gosudarstvennogo-sta/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ в рамках программы Корпорации МСП заключил кредитных соглашений на 22 млрд рублей 	18.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-v-ramkah-programmy-korporatsii-msp-zaklyuchil-kreditnyh-so/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Все ставропольские участники первенства России по борьбе вернулись с медалями	15.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vse-stavropolskie-uchastniki-pervensta-rossii-po-borbe-vernuli/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				100% экранов: «Интерактивное ТВ» от «Ростелекома» теперь доступно на смартфонах	15.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/100-ekranov-interaktivnoe-tv-ot-rostelekoma-teper-dostupno-na-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Максимальная ставка по рублевым вкладам снизилась до 9,23 процента	13.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/maksimalnaya-stavka-po-rublevym-vkladam-snizilas-do-923-protse/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Центробанк планирует ограничить число займов для МФО на одного заемщика	13.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/tsentrobank-planiruet-ogranichit-chislo-zaymov-dlya-mfo-na-odn/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Российские банки с осени могут получить доступ к данным налоговой 	13.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rossiyskie-banki-s-oseni-mogut-poluchit-dostup-k-dannym-nalogo/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ предоставил льготный кредит сельскохозяйственному предприятию РСО – Алания 	13.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-predostavil-lgotnyy-kredit-selskohozyaystvennomu-predpriya/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				С 1 июля началась продажа новых полисов ОСАГО	07.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/s-1-iyulya-nachalas-prodazha-novyh-polisov-osago/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Почти половина жителей России почувствовала ухудшение благосостояния	07.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/pochti-polovina-zhiteley-rossii-pochuvstvovala-uhudshenie-blag/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ипотечным заёмщикам ограничили размер штрафа	07.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/ipotechnym-zayomschikam-ogranichili-razmer-shtrafa/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ансамбль «Сихарули» стал обладателем Гран-при Международного фестиваля в Казани	05.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/ansambl-siharuli-stal-obladatelem-gran-pri-mezhdunarodnogo-fes/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольские юниоры завоевали 8 медалей на Чемпионате России по лёгкой атлетике	04.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskie-yuniory-zavoevali-8-medaley-na-chempionate-rossi/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком - плати просто»: единая кнопка оплаты услуг во всех устройствах самообслуживания страны	04.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-plati-prosto-edinaya-knopka-oplaty-uslug-vo-vseh-us/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» обеспечил бесперебойную видеотрансляцию всего периода ЕГЭ-2016	01.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-obespechil-bespereboynuyu-videotranslyatsiyu-vsego-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Ростове-на-Дону из-за ливня погибла девочка	01.07.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rostove-na-donu-iz-za-livnya-pogibla-devochka/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ предоставил Хабезскому гипсовому заводу льготный кредит по программе Корпорации МСП	30.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-predostavil-habezskomu-gipsovomu-zavodu-lgotnyy-kredit-po-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Начался приём заявлений о выплате маткапитала	29.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/nachalsya-priyom-zayavleniy-o-vyplate-matkapitala/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставки по потребительским кредитам будут ограничены	29.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavki-po-potrebitelskim-kreditam-budut-ogranicheny/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Карточные мошенники вновь стали чаще совершать кражи через банкоматы	29.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/kartochnye-moshenniki-vnov-stali-chasche-sovershat-krazhi-cher/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В платёжную систему «Мир» вошли более 100 банков	29.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-platyozhnuyu-sistemu-mir-voshli-bolee-100-bankov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Госдума приняла закон о деятельности коллекторов	29.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/gosduma-prinyala-zakon-o-deyatelnosti-kollektorov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Студия «Новое поколение» СДДТ – лучшая в международном конкурсе	27.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/studiya-novoe-pokolenie-sddt-luchshaya-v-mezhdunarodnom-konkur/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Температура повышается, цены снижаются — успей поймать «Выгодное лето» от «Ростелекома»	24.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/temperatura-povyshaetsya-tseny-snizhayutsya-uspey-poymat-vygod/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Юные певцы со Ставрополья стали лауреатами Международного фестиваля в Москве	23.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/yunye-pevtsy-so-stavropolya-stali-laureatami-mezhdunarodnogo-f/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольские пенсионеры заняли 6 место во всероссийском компьютерном многоборье	22.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskie-pensionery-zanyali-6-mesto-vo-vserossiyskom-komp/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ провел семинар для компаний-экспортеров СКФО	22.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-provel-seminar-dlya-kompaniy-eksporterov-skfo/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Российским банкам разрешили разрывать договор с клиентом за сомнительные операции	21.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rossiyskim-bankam-razreshili-razryvat-dogovor-s-klientom-za-so/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России отменяется заочное обучение для юристов, экономистов и управленцев	21.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-otmenyaetsya-zaochnoe-obuchenie-dlya-yuristov-ekonomi/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Инновационный медицинский кластер появится на Ставрополье	17.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/innovatsionnyy-meditsinskiy-klaster-poyavitsya-na-stavropole/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Центробанк снизил ключевую ставку до 10,5 процента	15.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/tsentrobank-snizil-klyuchevuyu-stavku-do-105-protsenta/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России ставки по ипотеке достигли максимума	15.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-stavki-po-ipoteke-dostigli-maksimuma/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России с 2017 года станет обязательной продажа электронных полисов ОСАГО 	15.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-s-2017-goda-stanet-obyazatelnoy-prodazha-elektronnyh-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Делегация Ставропольского края примет участие в Петербургском экономическом форуме	15.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/delegatsiya-stavropolskogo-kraya-primet-uchastie-v-peterburgsk/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Южнокорейские компании-производители проведут консультацию в России	14.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/yuzhnokoreyskie-kompanii-proizvoditeli-provedut-konsultatsiyu-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ поддерживает ГМИИ им. А.С. Пушкина	09.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-podderzhivaet-gmii-im-as-pushkina/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольский легкоатлет Игорь Баскаков во второй раз стал чемпионом России	08.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskiy-legkoatlet-igor-baskakov-vo-vtoroy-raz-stal-chem/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Размер потребительского кредита достиг максимума за два года 	08.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/razmer-potrebitelskogo-kredita-dostig-maksimuma-za-dva-goda-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Российские банки продолжают снижать ставки по вкладам	08.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rossiyskie-banki-prodolzhayut-snizhat-stavki-po-vkladam/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Киберспорт официально признан в России	08.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/kibersport-ofitsialno-priznan-v-rossii/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				С 1 июля размер МРОТ составит 7500 рублей	02.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/s-1-iyulya-razmer-mrot-sostavit-7500-rubley/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Госдума рассмотрит законопроект о платном въезде в центры городов	02.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/gosduma-rassmotrit-zakonoproekt-o-platnom-vezde-v-tsentry-goro/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Из-за сильного дождя в Краснодаре затопило несколько районов города	02.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/silnyy-dozhd-v-krasnodare-zatopil-neskolko-rayonov-goroda/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банкоматы всё чаще используются для внесения наличных	01.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bankomaty-vsyo-chasche-ispolzuyutsya-dlya-vneseniya-nalichnyh/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Переход к свободным тарифам ОСАГО откладывается	01.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/perehod-k-svobodnym-tarifam-osago-otkladyvaetsya/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России заработает система онлайн-кредитования	01.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-zarabotaet-sistema-onlayn-kreditovaniya/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Как получить компенсацию по «советским» вкладам?	01.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/kak-poluchit-kompensatsiyu-po-sovetskim-vkladam/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ в рамках программы Корпорации МСП выдал кредитов на общую сумму 5 млрд рублей 	01.06.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-v-ramkah-programmy-korporatsii-msp-vydal-kreditov-na-obsch/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольцы победили на чемпионате России по лёгкой атлетике среди глухих	31.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropoltsy-pobedili-na-chempionate-rossii-po-lyogkoy-atletik/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Штрафы за опасное вождение могут превысить 5 тысяч рублей	30.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/shtrafy-za-opasnoe-vozhdenie-mogut-prevysit-5-tysyach-rubley/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Имеют ли право полицейские проверять документы у прохожих?	30.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/imeyut-li-pravo-politseyskie-proveryat-dokumenty-u-prohozhih/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» продлевает конкурсы видеороликов и кинорецензий, посвященных Дню Победы	27.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-prodlevaet-konkursy-videorolikov-i-kinoretsenziy-po/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России прирост вкладов населения по итогам 2016 года может превысить 15%	26.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-prirost-vkladov-naseleniya-po-itogam-2016-goda-mozhet/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России растет количество платежей физлиц с использованием банковских карт 	26.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-rastet-kolichestvo-platezhey-fizlits-s-ispolzovaniem-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России банки добились доступа к налоговым справкам заемщиков	26.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-banki-dobilis-dostupa-k-nalogovym-spravkam-zaemschiko/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Новое ж.-д. сообщение «Москва – Элиста» пройдет через Ставрополь	25.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/novoe-zhd-soobschenie-moskva-elista-proydet-cherez-stavropol/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Полицейские юристы выбрали «лучшего по профессии»	23.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/politseyskie-yuristy-vybrali-luchshego-po-professii/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ профинансировал агрохолдинг «Моя мечта» по программе льготного кредитования Корпорации МСП	23.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-profinansiroval-agroholding-moya-mechta-po-programme-lgotn/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Российский авторынок упал до уровня 2006 года	18.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rossiyskiy-avtorynok-upal-do-urovnya-2006-goda/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Обмен валюты в России станет проще	18.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/obmen-valyuty-v-rossii-stanet-prosche/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Количество выданных микрозаймов увеличилось на треть	18.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/kolichestvo-vydannyh-mikrozaymov-uvelichilos-na-tret/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России появилось бесконтактное кибермошенничество	18.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-poyavilos-beskontaktnoe-kibermoshennichestvo/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				На Госсовете РФ рассмотрели состояние строительного комплекса	17.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/na-gossovete-rf-rassmotreli-sostoyanie-stroitelnogo-kompleksa/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ предоставил кредит по льготной ставке компании «Бумфа Групп»	17.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-predostavil-kredit-po-lgotnoy-stavke-kompanii-bumfa-grupp/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольская команда победила во Всероссийском турнире по рукопашному бою	13.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskaya-komanda-pobedila-vo-vserossiyskom-turnire-po-ru/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ представил нового руководителя корпоративного филиала ВТБ в СКФО	13.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-predstavil-novogo-rukovoditelya-korporativnogo-filiala-vtb/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Группа ВТБ успешно завершила интеграцию Банка Москвы	11.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/gruppa-vtb-uspeshno-zavershila-integratsiyu-banka-moskvy/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Жителя Кисловодска на вертолёте эвакуировали со склона Эльбруса	11.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/zhitelya-kislovodska-na-vertolyote-evakuirovali-so-sklona-elbr/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банк ВТБ развивает сотрудничество с холдингом «Швабе»	08.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bank-vtb-razvivaet-sotrudnichestvo-s-holdingom-shvabe/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Центробанк оставил ключевую ставку на уровне 11 процентов 	04.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/tsentrobank-ostavil-klyuchevuyu-stavku-na-urovne-11-protsentov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				С июня ОСАГО в проблемных регионах будет продавать единый агент	04.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/s-iyunya-osago-v-problemnyh-regionah-budet-prodavat-edinyy-age/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Новые поправки в законе запретят разговаривать коллекторам с должниками на «ты»	04.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/novye-popravki-zapretyat-razgovarivat-kollektoram-s-dolzhnikam/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Южном военном округе появится новая дивизия	04.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-yuzhnom-voennom-okruge-poyavitsya-novaya-diviziya/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России бесконтактные пластиковые карты «Мир» появятся в 2017 году	04.05.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-beskontaktnye-plastikovye-karty-mir-poyavyatsya-v-201/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Для электронного паспорта будет использована инфраструктура УЭК	27.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/dlya-elektronnogo-pasporta-budet-ispolzovana-infrastruktura-ue/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ангушт» - «Динамо» - 0:0	27.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/angusht-dinamo-00/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Верховный суд признал общим для супругов долг только по кредиту на семейные нужды	27.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/verhovnyy-sud-priznal-obschim-dlya-suprugov-dolg-tolko-po-kred/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банки снижают ставки по депозитам физических лиц	27.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/banki-snizhayut-stavki-po-depozitam-fizicheskih-lits/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Казани завершились лично-командные чемпионат и первенство России по тхэквондо	26.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-kazani-zavershilis-lichno-komandnye-chempionat-i-pervenstvo-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» запустил конкурсы видеороликов и кинорецензий ко Дню Победы	26.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-zapustil-konkursy-videorolikov-i-kinoretsenziy-ko-d/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Краснодарский концерт групп Nile и Belphegor отменен по требованию православных активистов	21.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/krasnodarskiy-kontsert-grupp-nile-i-belphegor-otmenen-po-trebo/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Россияне стали тратить на еду больше половины дохода	20.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rossiyane-stali-tratit-na-edu-bolshe-poloviny-dohoda/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ в СКФО подвел итоги работы за первый квартал 2016 года	19.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-v-skfo-podvel-itogi-raboty-za-pervyy-kvartal-2016-goda/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ профинансировал тепличный комплекс в Новосибирске 	15.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-profinansiroval-teplichnyy-kompleks-v-novosibirske-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банки понижают депозитные ставки 	13.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/banki-ponizhayut-depozitnye-stavki-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Центробанк обеспокоен увеличением необеспеченного потребительского кредитования	13.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/tsentrobank-obespokoen-uvelicheniem-neobespechennogo-potrebite/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России в 2017 году появятся купюры номиналом 200 и 2000 рублей	13.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-v-2017-godu-poyavyatsya-kupyury-nominalom-200-i-2000-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Электронные договоры по ОСАГО могут стать обязательными	13.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/elektronnye-dogovory-po-osago-mogut-stat-obyazatelnymi/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России растут масштабы кредитного мошенничества	13.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-rastut-masshtabya-kreditnogo-moshennichestva/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Экипаж разбившегося в Сирии вертолета проходил службу на Ставрополье	13.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/ekipazh-razbivshegosya-v-sirii-vertoleta-prohodil-sluzhbu-na-s/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ в СКФО профинансировал молочное предприятие КЧР	13.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-v-skfo-profinansiroval-molochnoe-predpriyatie-kchr/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Премьера весны: смотрите триллер «Маршрут построен» в «Интерактивном ТВ» от «Ростелекома»	12.04.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/premera-vesny-smotrite-triller-marshrut-postroen-v-interaktivn/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
